"Eid","Ename","Experience","Total_projects","Rating","Area_of_Interest_1","Area_of_Interest_2","Area_of_Interest_3","Language1","Language2","Language3","AI_project_count","ML_project_count","JS_project_count","Java_project_count","DotNet_project_count","Mobile_project_count","Designation","Python","Machine Learning","Deep Learning","Data Analysis","Asp.Net","Ado.Net","VB.Net","C#","Java","Spring Boot","Hibernate","NLP","CV","JS","React","Node","Angular","Dart","Flutter","Vb.Net"
261,"Harvey Mclain",10,10,1,"AI","Mobile","Machine Learning","English","Tamil","Kannada",2,2,1,3,2,0,"Deployment-1",2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,1,1,1
262,"Brittany Cody",9,13,1.4,"AI","JS","Mobile","English","Hindi","Telugu",1,5,2,1,1,3,"Team Lead",1,1,1,1,1,1,0,1,1,1,1,4,4,3,3,3,3,2,2,1
263,"Philip Capozzoli",8,18,2.3,"DotNet","AI","JS","English","Tamil","Malayalam",7,2,1,4,2,2,"Programmer-1",1,1,1,1,4,4,0,4,1,1,1,3,3,2,2,2,2,1,1,4
264,"Janice Foster",16,20,1.3,"AI","Mobile","Machine Learning","English","Tamil","Telugu",4,7,4,2,1,2,"Team Lead",2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1
265,"Robert Clodfelter",24,20,0.8,"Mobile","Java","AI","English","Japenese","Malayalam",4,3,3,5,3,2,"Deployment-1",1,1,1,1,1,1,0,1,3,3,3,2,2,1,1,1,1,4,4,1
266,"Jerry Unruh",18,25,1.4,"Machine Learning","Mobile","JS","English","Chinese","Tamil",5,3,5,3,6,3,"Team Lead",4,4,4,4,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1
267,"Charles Hajek",9,9,1,"Machine Learning","DotNet","JS","English","Japenese","Malayalam",2,1,0,3,2,1,"Programmer-3",4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,1,1,3
268,"Larry Reifsteck",24,25,1,"Machine Learning","JS","AI","English","Telugu","Japenese",8,5,4,4,2,2,"Team Lead",4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1
269,"Sue Cox",21,23,1.1,"DotNet","JS","Mobile","English","Telugu","Kannada",9,3,4,1,5,1,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,2,2,4
270,"Barbara Wollschlager",5,4,0.8,"DotNet","AI","Java","English","Telugu","Tamil",0,3,0,0,1,0,"Programmer-3",1,1,1,1,4,4,0,4,1,1,1,1,1,1,0,0,0,0,0,4
271,"Kent Travis",19,19,1,"DotNet","AI","Java","English","Japenese","Telugu",3,4,3,3,3,3,"Deployment-1",1,1,1,1,4,4,0,4,2,2,2,3,3,1,1,1,1,1,1,4
272,"Gerald Craft",3,5,1.7,"DotNet","JS","Machine Learning","English","Japenese","Kannada",0,0,3,1,1,0,"Programmer-2",1,1,1,1,4,4,0,4,1,1,1,0,0,3,3,3,3,0,0,4
273,"Jackie Menges",18,29,1.6,"DotNet","JS","Java","English","Hindi","Chinese",9,1,8,2,6,3,"Project Manager",1,1,1,1,4,4,0,4,2,2,2,1,1,3,3,3,3,1,1,4
274,"Michael Kruse",7,15,2.1,"Mobile","DotNet","AI","English","Chinese","Japenese",1,7,3,2,2,0,"Programmer-1",1,1,1,1,3,3,0,3,1,1,1,2,2,1,1,1,1,1,1,3
275,"Perry Nelson",3,5,1.7,"DotNet","Mobile","Java","English","Malayalam","Kannada",2,0,2,0,1,0,"Programmer-2",1,0,0,0,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4
276,"Ellie Demaio",6,11,1.8,"DotNet","Machine Learning","Mobile","English","Tamil","Malayalam",3,3,1,2,1,1,"Programmer-1",3,3,3,3,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4
277,"Karen Leonard",15,16,1.1,"AI","Java","Mobile","English","Kannada","Tamil",3,4,2,3,2,2,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,2,2,1
278,"Edith Pacheco",9,11,1.2,"Machine Learning","Mobile","Java","English","Malayalam","Kannada",3,3,0,2,1,2,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,1,1,1,0,0,0,3,3,1
279,"Miguel Thrasher",14,10,0.7,"Machine Learning","Java","AI","English","Kannada","Hindi",2,2,1,1,2,2,"Testing and Debugging",4,4,4,4,1,1,0,1,3,3,3,2,2,1,1,1,1,1,1,1
280,"Catherine Scheller",11,7,0.6,"AI","DotNet","Java","English","Kannada","Japenese",3,1,0,0,2,1,"Programmer-3",1,1,1,1,3,3,0,3,1,1,1,4,4,1,0,0,0,1,1,3
281,"Barbara Wing",9,6,0.7,"Java","AI","Mobile","English","Telugu","Japenese",2,1,0,1,1,1,"Programmer-3",1,1,1,1,1,1,0,1,4,4,4,3,3,1,0,0,0,2,2,1
282,"Arturo Hemphill",18,26,1.4,"Java","Mobile","Machine Learning","English","Tamil","Chinese",3,4,8,3,4,4,"Team Lead",2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1
283,"Randolph Glasgow",22,16,0.7,"AI","Java","DotNet","English","Hindi","Tamil",1,4,4,5,0,2,"Deployment-1",1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1
284,"Glen Gautreau",10,13,1.3,"Java","Mobile","Machine Learning","English","Tamil","Telugu",4,1,4,0,3,1,"Team Lead",2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1
285,"Michelle Edgar",5,8,1.6,"JS","Mobile","Machine Learning","English","Kannada","Tamil",2,2,1,0,0,3,"Programmer-2",2,2,2,2,0,0,0,1,1,0,0,1,1,4,4,4,4,3,3,0
286,"Steven Ramos",5,7,1.4,"JS","AI","Machine Learning","English","Malayalam","Hindi",0,4,2,1,0,0,"Programmer-2",2,2,2,2,0,0,0,1,1,1,1,1,1,4,4,4,4,0,0,0
287,"Helene Schmalz",16,18,1.1,"Machine Learning","Java","AI","English","Tamil","Kannada",4,5,0,2,6,1,"Team Lead",4,4,4,4,1,1,0,1,3,3,3,2,2,1,0,0,0,1,1,1
288,"Paul Anderson",21,20,1,"AI","JS","DotNet","English","Kannada","Telugu",4,1,7,4,1,3,"Deployment-1",1,1,1,1,2,2,0,2,1,1,1,4,4,3,3,3,3,1,1,2
289,"Timothy Braziel",22,28,1.3,"JS","Machine Learning","DotNet","English","Kannada","Telugu",4,10,5,3,2,4,"Team Lead",3,3,3,3,2,2,0,2,1,1,1,1,1,4,4,4,4,1,1,2
290,"Debra Rogers",4,3,0.8,"Mobile","AI","DotNet","English","Japenese","Kannada",1,0,2,0,0,0,"Programmer-3",1,0,0,0,1,1,0,1,1,0,0,3,3,1,1,1,1,1,1,1
291,"Michael Wells",20,21,1.1,"Java","JS","DotNet","English","Japenese","Chinese",3,3,4,3,5,3,"Team Lead",1,1,1,1,2,2,0,2,4,4,4,1,1,3,3,3,3,1,1,2
292,"Elsie Coney",7,18,2.6,"DotNet","AI","Mobile","English","Malayalam","Hindi",0,6,2,5,4,1,"Programmer-1",1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4
293,"Michael Rolle",14,15,1.1,"DotNet","AI","JS","English","Kannada","Tamil",3,3,2,2,4,1,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,3,3,2,2,2,2,1,1,4
294,"Elsie Cucco",19,27,1.4,"Machine Learning","Java","Mobile","English","Tamil","Japenese",3,7,2,2,5,8,"Team Lead",4,4,4,4,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1
295,"Roy Goins",2,2,1,"JS","Mobile","AI","English","Telugu","Japenese",1,0,1,0,0,0,"Programmer-3",1,0,0,0,0,0,0,1,1,0,0,2,2,4,4,4,4,1,1,0
296,"Robert Caroll",2,4,2,"AI","Mobile","Machine Learning","English","Japenese","Chinese",0,1,1,0,2,0,"Programmer-2",2,2,2,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
297,"William Woods",22,19,0.9,"Mobile","DotNet","AI","English","Tamil","Malayalam",3,3,2,5,4,2,"Deployment-1",1,1,1,1,3,3,0,3,1,1,1,2,2,1,1,1,1,4,4,3
298,"Curtis Milam",19,26,1.4,"DotNet","Java","Machine Learning","English","Kannada","Hindi",4,6,5,3,2,6,"Team Lead",2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4
299,"Marie Johnson",17,20,1.2,"Mobile","Java","AI","English","Tamil","Hindi",3,1,4,5,4,3,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,2,2,1,1,1,1,4,4,1
300,"Willie Fuoco",6,5,0.8,"Machine Learning","Java","AI","English","Chinese","Japenese",1,0,0,1,1,2,"Programmer-3",1,1,1,1,1,1,0,1,3,3,3,2,2,1,0,0,0,1,1,1
301,"Jack Deyoung",2,6,3,"Mobile","JS","DotNet","English","Kannada","Tamil",1,1,2,1,0,1,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,1,1,3,3,3,3,4,4,1
302,"Gary Dollard",17,22,1.3,"JS","AI","Java","English","Telugu","Hindi",5,6,2,3,1,5,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,3,3,4,4,4,4,1,1,1
303,"Kum Ashcraft",14,17,1.2,"AI","Mobile","JS","English","Malayalam","Chinese",5,1,4,2,3,2,"Team Lead",1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,3,3,1
304,"Dianne White",4,8,2,"DotNet","Machine Learning","JS","English","Hindi","Kannada",2,2,3,0,1,0,"Programmer-2",3,3,3,3,4,4,0,4,1,0,0,1,1,2,2,2,2,0,0,4
305,"Patricia Bourgeois",20,19,1,"Machine Learning","Java","Mobile","English","Telugu","Tamil",3,9,2,2,1,2,"Testing and Debugging",4,4,4,4,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1
306,"Marie Cherry",15,19,1.3,"Machine Learning","Mobile","AI","English","Chinese","Kannada",1,3,2,3,3,7,"Team Lead",4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,3,3,1
307,"James Magallon",3,2,0.7,"DotNet","JS","Java","English","Telugu","Malayalam",0,1,1,0,0,0,"Programmer-3",1,1,1,1,1,1,0,1,1,1,1,0,0,3,3,3,3,0,0,1
308,"Virginia Mcshea",2,4,2,"Java","Mobile","DotNet","English","Kannada","Telugu",1,1,1,1,0,0,"Programmer-2",1,1,1,1,1,1,0,1,4,4,4,1,1,1,1,1,1,1,1,1
309,"Doris Jean",9,14,1.6,"DotNet","Mobile","AI","English","Kannada","Tamil",5,1,5,2,0,1,"Team Lead",1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,3,3,1
310,"Kathryn Gault",12,9,0.8,"Mobile","JS","DotNet","English","Telugu","Kannada",4,0,3,1,1,0,"Programmer-3",1,0,0,0,2,2,0,2,1,1,1,1,1,3,3,3,3,1,1,2
311,"Ross Markow",4,4,1,"AI","Machine Learning","JS","English","Tamil","Hindi",1,0,1,0,2,0,"Programmer-3",1,1,1,1,1,1,0,1,1,0,0,4,4,2,2,2,2,0,0,1
312,"Deena York",3,9,3,"Java","Machine Learning","JS","English","Hindi","Tamil",3,0,2,1,2,1,"Programmer-2",1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1
313,"Michael Sisk",11,15,1.4,"Machine Learning","JS","DotNet","English","Hindi","Japenese",3,4,2,3,0,3,"Team Lead",4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,1,1,1
314,"Sandie Bautista",21,24,1.1,"JS","Java","Mobile","English","Kannada","Telugu",6,2,4,4,4,4,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1
315,"Mary Rhea",20,29,1.5,"Mobile","Java","DotNet","English","Telugu","Tamil",1,5,4,5,6,8,"Team Lead",1,1,1,1,2,2,0,2,3,3,3,1,1,1,1,1,1,4,4,2
316,"Louis Dupont",4,9,2.3,"Mobile","Machine Learning","DotNet","English","Telugu","Hindi",0,3,4,1,1,0,"Programmer-2",3,3,3,3,2,2,0,2,1,1,1,0,0,1,1,1,1,1,1,2
317,"Kerri White",16,21,1.3,"JS","Java","Mobile","English","Hindi","Chinese",4,3,5,4,2,3,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1
318,"Huey Hill",13,18,1.4,"Machine Learning","Java","JS","English","Chinese","Kannada",4,2,2,1,5,4,"Team Lead",4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1
319,"Neil Elton",6,11,1.8,"Java","JS","Mobile","English","Kannada","Malayalam",1,1,3,2,2,2,"Programmer-1",1,1,1,1,1,1,0,1,4,4,4,1,1,3,3,3,3,2,2,1
320,"George Mitchell",16,24,1.5,"Java","Mobile","AI","English","Malayalam","Tamil",8,6,1,3,4,2,"Team Lead",1,1,1,1,1,1,0,1,4,4,4,2,2,1,1,1,1,3,3,1
321,"Adrian Cooley",21,28,1.3,"Machine Learning","DotNet","Mobile","English","Japenese","Chinese",3,3,2,5,4,11,"Team Lead",4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,2,2,3
322,"Eric Conrad",4,3,0.8,"JS","Java","AI","English","Hindi","Malayalam",1,0,1,1,0,0,"Programmer-3",1,0,0,0,0,0,0,1,3,3,3,2,2,4,4,4,4,0,0,0
323,"Marie Sanchez",14,11,0.8,"DotNet","Java","Machine Learning","English","Hindi","Tamil",2,1,3,2,1,2,"Deployment-2",2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4
324,"Gloria Jones",12,8,0.7,"Java","Machine Learning","Mobile","English","Telugu","Tamil",2,0,2,1,2,1,"Programmer-3",1,1,1,1,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1
325,"Cindy Mata",2,6,3,"Mobile","Machine Learning","DotNet","English","Telugu","Kannada",4,0,0,0,2,0,"Programmer-2",1,1,1,1,2,2,0,2,1,0,0,1,1,1,0,0,0,1,1,2
326,"Leila Oakes",22,28,1.3,"Mobile","JS","DotNet","English","Chinese","Japenese",0,5,10,7,4,2,"Team Lead",1,1,1,1,2,2,0,2,1,1,1,0,0,3,3,3,3,4,4,2
327,"Lucille Lunsford",10,13,1.3,"AI","Java","Machine Learning","English","Chinese","Japenese",5,1,2,3,1,1,"Team Lead",2,2,2,2,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1
328,"Sonia Anderson",18,16,0.9,"Java","Machine Learning","Mobile","English","Kannada","Malayalam",1,2,1,6,2,4,"Deployment-1",3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1
329,"Barbara Pritt",12,14,1.2,"JS","AI","Java","English","Tamil","Hindi",3,4,1,2,3,1,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,3,3,4,4,4,4,1,1,1
330,"Holly Wakefield",11,7,0.6,"AI","Machine Learning","JS","English","Japenese","Malayalam",2,0,2,2,0,1,"Programmer-3",1,1,1,1,0,0,0,1,1,1,1,4,4,2,2,2,2,1,1,0
331,"Elaine Aliaga",7,18,2.6,"Java","Mobile","Machine Learning","English","Kannada","Tamil",6,2,1,4,2,3,"Programmer-1",2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1
332,"Vincent Hatley",14,12,0.9,"Machine Learning","JS","AI","English","Kannada","Hindi",2,1,2,3,0,4,"Deployment-1",4,4,4,4,0,0,0,1,1,1,1,2,2,3,3,3,3,1,1,0
333,"Gilbert Hudnall",23,16,0.7,"Mobile","JS","AI","English","Hindi","Kannada",3,9,0,1,1,2,"Testing and Debugging",1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,4,4,1
334,"Robbie Dew",18,22,1.2,"Mobile","Java","Machine Learning","English","Chinese","Kannada",3,4,4,4,4,3,"Team Lead",2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1
335,"Steven Buck",23,25,1.1,"DotNet","JS","Java","English","Chinese","Kannada",6,2,4,2,7,4,"Team Lead",1,1,1,1,4,4,0,4,2,2,2,1,1,3,3,3,3,1,1,4
336,"Joseph Stone",23,15,0.7,"JS","Machine Learning","Mobile","English","Hindi","Chinese",3,4,3,0,3,2,"Deployment-1",3,3,3,3,1,1,0,1,1,0,0,1,1,4,4,4,4,2,2,1
337,"Bruce Arnold",8,16,2,"AI","Mobile","Machine Learning","English","Kannada","Chinese",3,3,2,3,4,1,"Programmer-1",2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1
338,"William Grenier",12,17,1.4,"Mobile","DotNet","JS","English","Tamil","Telugu",2,2,6,2,1,4,"Team Lead",1,1,1,1,3,3,0,3,1,1,1,1,1,2,2,2,2,4,4,3
339,"Juan Aragon",16,27,1.7,"AI","DotNet","Mobile","English","Malayalam","Telugu",7,5,5,5,3,2,"Project Manager",1,1,1,1,3,3,0,3,1,1,1,4,4,1,1,1,1,2,2,3
340,"Brain Moe",13,10,0.8,"AI","JS","Java","English","Japenese","Telugu",4,2,1,1,2,0,"Testing and Debugging",1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,0,0,1
341,"Michael Craddock",2,2,1,"Java","AI","Mobile","English","Malayalam","Chinese",2,0,0,0,0,0,"Programmer-3",1,0,0,0,0,0,0,1,1,1,1,3,3,1,0,0,0,1,1,0
342,"Courtney Whelan",4,7,1.8,"DotNet","Java","JS","English","Tamil","Hindi",2,2,0,1,1,1,"Programmer-2",1,1,1,1,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4
343,"John Stevens",13,18,1.4,"AI","Java","Machine Learning","English","Chinese","Malayalam",5,1,5,3,0,4,"Team Lead",2,2,2,2,0,0,0,1,3,3,3,4,4,1,1,1,1,1,1,0
344,"Katie Barton",12,5,0.4,"JS","Mobile","Machine Learning","English","Hindi","Chinese",1,0,1,1,1,1,"Testing and Debugging",1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1
345,"Lori Spurlock",13,16,1.2,"AI","Java","Mobile","English","Malayalam","Japenese",2,2,5,1,4,2,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,2,2,1
346,"Joshua Sand",8,18,2.3,"Mobile","DotNet","Java","English","Chinese","Telugu",4,1,4,3,0,6,"Programmer-1",1,1,1,1,1,1,0,1,2,2,2,1,1,1,1,1,1,4,4,1
347,"Peggy Luna",18,21,1.2,"Java","Machine Learning","AI","English","Telugu","Malayalam",4,2,2,5,4,4,"Team Lead",3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1
348,"Paul Mack",20,19,1,"AI","DotNet","JS","English","Chinese","Kannada",2,3,5,3,4,2,"Deployment-1",1,1,1,1,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3
349,"Peggy Clark",7,6,0.9,"Mobile","Machine Learning","AI","English","Tamil","Japenese",1,1,2,0,1,1,"Programmer-3",3,3,3,3,1,1,0,1,1,0,0,2,2,1,1,1,1,4,4,1
350,"David Williams",4,8,2,"Mobile","Java","DotNet","English","Kannada","Hindi",0,2,3,1,0,2,"Programmer-2",1,1,1,1,1,1,0,1,3,3,3,0,0,1,1,1,1,4,4,1
351,"Charles Amaya",15,8,0.5,"JS","AI","Machine Learning","English","Hindi","Malayalam",1,4,1,1,1,0,"Programmer-3",2,2,2,2,1,1,0,1,1,1,1,3,3,4,4,4,4,0,0,1
352,"Rosella Perze",18,29,1.6,"Java","Machine Learning","AI","English","Telugu","Malayalam",1,5,10,5,4,4,"Project Manager",3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1
353,"Sarah Young",14,9,0.6,"Java","Machine Learning","DotNet","English","Chinese","Tamil",0,1,2,4,2,0,"Programmer-3",3,3,3,3,2,2,0,2,4,4,4,0,0,1,1,1,1,0,0,2
354,"Kathleen Wheeler",2,8,4,"JS","Java","DotNet","English","Telugu","Malayalam",2,3,1,1,1,0,"Programmer-2",1,1,1,1,2,2,0,2,3,3,3,1,1,4,4,4,4,0,0,2
355,"Alaine Rehberg",23,16,0.7,"AI","Machine Learning","Mobile","English","Tamil","Japenese",2,4,5,1,2,2,"Deployment-2",3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,2,2,1
356,"Martha Wilson",6,15,2.5,"DotNet","JS","Machine Learning","English","Malayalam","Japenese",4,2,6,0,0,3,"Programmer-1",2,2,2,2,1,1,0,1,1,0,0,1,1,3,3,3,3,1,1,1
357,"Anita Harrelson",4,5,1.3,"AI","Mobile","JS","English","Tamil","Japenese",0,0,1,0,1,3,"Programmer-2",1,0,0,0,1,1,0,1,1,0,0,1,1,2,2,2,2,3,3,1
358,"Santos Goode",10,11,1.1,"Mobile","Java","Machine Learning","English","Japenese","Hindi",4,1,2,2,0,2,"Team Lead",2,2,2,2,0,0,0,1,3,3,3,1,1,1,1,1,1,4,4,0
359,"Chad Gamache",7,7,1,"DotNet","AI","JS","English","Chinese","Japenese",1,2,1,1,2,0,"Programmer-3",1,1,1,1,4,4,0,4,1,1,1,3,3,2,2,2,2,0,0,4
360,"Patricia Dudley",3,9,3,"AI","JS","DotNet","English","Kannada","Malayalam",2,2,2,2,1,0,"Programmer-2",1,1,1,1,2,2,0,2,1,1,1,4,4,3,3,3,3,0,0,2
361,"Emilio Marra",7,11,1.6,"Java","JS","Machine Learning","English","Japenese","Tamil",2,1,2,2,3,1,"Programmer-1",2,2,2,2,1,1,0,1,4,4,4,1,1,3,3,3,3,1,1,1
362,"Jason Burden",21,24,1.1,"DotNet","Mobile","AI","English","Tamil","Japenese",4,3,3,3,6,5,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,2,2,1,1,1,1,3,3,4
363,"Johnetta Cheung",3,6,2,"AI","JS","Mobile","English","Telugu","Kannada",1,0,1,0,0,4,"Programmer-2",1,0,0,0,0,0,0,1,1,0,0,4,4,3,3,3,3,2,2,0
364,"Martin Rosado",23,28,1.2,"JS","DotNet","Java","English","Malayalam","Kannada",4,4,6,6,4,4,"Team Lead",1,1,1,1,3,3,0,3,2,2,2,1,1,4,4,4,4,1,1,3
365,"Casey Mcintyre",15,17,1.1,"AI","DotNet","Java","English","Hindi","Japenese",7,1,2,3,2,2,"Team Lead",1,1,1,1,3,3,0,3,2,2,2,4,4,1,1,1,1,1,1,3
366,"Eleanor Davis",2,4,2,"DotNet","Mobile","AI","English","Telugu","Japenese",0,1,1,1,1,0,"Programmer-2",1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4
367,"Reynaldo Hart",11,13,1.2,"JS","Java","Mobile","English","Hindi","Kannada",3,4,1,2,2,1,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1
368,"Harold Friedman",3,8,2.7,"AI","Machine Learning","Java","English","Chinese","Hindi",2,3,2,0,1,0,"Programmer-2",3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,0,0,1
369,"Faith Ramirez",7,14,2,"Mobile","AI","JS","English","Japenese","Telugu",5,2,2,0,5,0,"Programmer-1",1,1,1,1,1,1,0,1,1,0,0,3,3,2,2,2,2,1,1,1
370,"Laura Reynolds",21,17,0.8,"Java","Machine Learning","JS","English","Malayalam","Japenese",6,5,1,2,1,2,"Testing and Debugging",3,3,3,3,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1
371,"Lawrence Armstrong",14,6,0.4,"AI","JS","Mobile","English","Malayalam","Telugu",4,0,0,0,1,1,"Testing and Debugging",1,0,0,0,1,1,0,1,1,0,0,4,4,1,1,1,1,2,2,1
372,"Katie Pena",7,8,1.1,"JS","Machine Learning","Java","English","Tamil","Kannada",2,3,1,0,1,1,"Programmer-2",3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,1,1,1
373,"June Gehring",19,20,1.1,"Mobile","DotNet","Java","English","Chinese","Malayalam",2,5,2,4,5,2,"Team Lead",1,1,1,1,3,3,0,3,2,2,2,1,1,1,1,1,1,4,4,3
374,"Jessica Tiffany",9,8,0.9,"AI","Java","Machine Learning","English","Japenese","Chinese",2,3,2,0,0,1,"Programmer-3",2,2,2,2,0,0,0,1,1,1,1,4,4,1,1,1,1,1,1,0
375,"Willie Johnson",7,15,2.1,"DotNet","AI","Mobile","English","Hindi","Kannada",4,1,0,4,5,1,"Programmer-1",1,1,1,1,4,4,0,4,1,1,1,3,3,1,0,0,0,2,2,4
376,"Pamela Scruggs",3,7,2.3,"Java","Mobile","DotNet","English","Chinese","Japenese",3,1,0,2,1,0,"Programmer-2",1,1,1,1,2,2,0,2,4,4,4,1,1,1,0,0,0,1,1,2
377,"Kathy Price",9,7,0.8,"Machine Learning","AI","Mobile","English","Chinese","Japenese",3,1,1,0,1,1,"Programmer-3",4,4,4,4,1,1,0,1,1,0,0,3,3,1,1,1,1,2,2,1
378,"Stacey Mcginty",18,23,1.3,"DotNet","Java","Mobile","English","Tamil","Japenese",5,3,2,5,5,3,"Team Lead",1,1,1,1,4,4,0,4,3,3,3,1,1,1,1,1,1,2,2,4
379,"Joseph Pribble",12,6,0.5,"DotNet","Machine Learning","Mobile","English","Hindi","Tamil",1,0,2,1,2,0,"Testing and Debugging",1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4
380,"Beatriz Bruss",9,9,1,"Java","Machine Learning","AI","English","Kannada","Japenese",1,2,1,2,2,1,"Programmer-3",3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1
381,"Miriam Levan",18,17,0.9,"Mobile","DotNet","Java","English","Chinese","Kannada",4,1,7,0,2,3,"Deployment-2",1,1,1,1,3,3,0,3,1,1,1,1,1,1,1,1,1,4,4,3
382,"Cathy Carns",6,15,2.5,"Mobile","Java","AI","English","Telugu","Japenese",2,3,4,3,1,2,"Programmer-1",1,1,1,1,1,1,0,1,3,3,3,2,2,1,1,1,1,4,4,1
383,"Julio Tatom",21,15,0.7,"Machine Learning","JS","DotNet","English","Chinese","Tamil",2,0,6,1,4,2,"Deployment-1",1,1,1,1,2,2,0,2,1,1,1,1,1,3,3,3,3,1,1,2
384,"John Hance",18,28,1.6,"Java","JS","Machine Learning","English","Japenese","Chinese",5,3,5,5,7,3,"Project Manager",2,2,2,2,1,1,0,1,4,4,4,1,1,3,3,3,3,1,1,1
385,"Melissa Chean",2,5,2.5,"JS","DotNet","Machine Learning","English","Japenese","Kannada",2,1,0,0,0,2,"Programmer-2",2,2,2,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
386,"Marie Whitt",16,20,1.3,"DotNet","AI","JS","English","Chinese","Hindi",4,0,3,7,3,3,"Team Lead",1,0,0,0,4,4,0,4,1,1,1,3,3,2,2,2,2,1,1,4
387,"Linda Richardson",23,17,0.7,"Java","DotNet","Mobile","English","Tamil","Hindi",4,1,6,2,2,2,"Deployment-2",1,1,1,1,3,3,0,3,4,4,4,1,1,1,1,1,1,2,2,3
388,"Stephan Perez",23,17,0.7,"AI","DotNet","Machine Learning","English","Telugu","Japenese",5,1,1,3,1,6,"Deployment-1",2,2,2,2,3,3,0,3,1,1,1,4,4,1,1,1,1,1,1,3
389,"Darin Becker",17,27,1.6,"Machine Learning","JS","Java","English","Telugu","Hindi",4,2,7,3,5,6,"Project Manager",4,4,4,4,1,1,0,1,2,2,2,1,1,3,3,3,3,1,1,1
390,"Erin Bade",5,8,1.6,"Mobile","JS","DotNet","English","Telugu","Tamil",3,4,0,1,0,0,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
391,"Rosa Montgomery",24,29,1.2,"Machine Learning","AI","DotNet","English","Hindi","Chinese",3,5,10,2,3,6,"Team Lead",4,4,4,4,2,2,0,2,1,1,1,3,3,1,1,1,1,1,1,2
